"user_travel_id";"is_liked";"is_visited";"is_wishlisted";"travel_id";"user_email"
71;"1";"0";"0";422;"profile2@pic.com"
72;"1";"0";"0";9845;"profile2@pic.com"
73;"1";"0";"0";8759;"profile2@pic.com"
74;"1";"0";"0";659;"profile2@pic.com"
75;"1";"0";"0";9671;"profile2@pic.com"
76;"1";"0";"0";2606;"profile2@pic.com"
77;"1";"0";"0";582;"profile2@pic.com"
78;"1";"0";"0";656;"profile2@pic.com"
79;"1";"0";"0";10003;"profile2@pic.com"
80;"1";"0";"0";6715;"sss@gmail.com"
81;"1";"0";"0";9229;"sss@gmail.com"
82;"1";"0";"0";6647;"sss@gmail.com"
83;"1";"0";"0";10010;"sss@gmail.com"
84;"1";"0";"0";6455;"sss@gmail.com"
85;"1";"0";"0";5396;"sss@gmail.com"
86;"1";"0";"0";4627;"sss@gmail.com"
87;"1";"0";"0";2758;"sss@gmail.com"
88;"1";"0";"0";4977;"sss@gmail.com"
89;"1";"0";"0";3978;"sss@gmail.com"
90;"1";"0";"0";10482;"sss@gmail.com"
91;"1";"0";"0";6439;"sss@gmail.com"
92;"1";"0";"0";5472;"sss@gmail.com"
93;"1";"0";"0";1761;"sss@gmail.com"
94;"1";"0";"0";49;"incheon@airport.go.kr"
95;"1";"1";"0";7907;"admin"
96;"1";"1";"0";2627;"admin"
97;"1";"0";"0";5647;"hello@hello.com"
98;"1";"0";"0";9695;"hello@hello.com"
99;"1";"0";"0";2776;"hello@hello.com"
100;"1";"0";"0";8286;"hello@hello.com"
101;"1";"1";"0";4710;"anonymousUser"
102;"1";"1";"0";6303;"admin"
103;"1";"1";"0";3389;"admin"
104;"1";"1";"0";4710;"spacekay@kakao.com"
105;"1";"1";"0";5220;"spacekay@kakao.com"
106;"1";"1";"0";2649;"hello@hello.com"
107;"1";"1";"0";2627;"hello@hello.com"
108;"1";"1";"0";6219;"admin"
109;"1";"1";"0";122;"spacekay@kakao.com"
110;"1";"1";"0";2550;"spacekay@kakao.com"
111;"1";"1";"0";6429;"spacekay@kakao.com"
112;"1";"1";"0";2627;"sisi@sisi.com"
113;"0";"1";"0";10502;"spacekay@kakao.com"
114;"1";"1";"0";11046;"spacekay@kakao.com"
115;"1";"1";"0";2144;"sisi@sisi.com"
116;"1";"1";"0";745;"sisi@sisi.com"
117;"1";"1";"0";745;"anonymousUser"
118;"1";"0";"0";10333;"different@love.com"
119;"1";"0";"0";4176;"different@love.com"
120;"1";"0";"0";10760;"different@love.com"
121;"1";"0";"0";2671;"different@love.com"
122;"1";"0";"0";5749;"different@love.com"
123;"1";"0";"0";8659;"different@love.com"
124;"1";"0";"0";2737;"different@love.com"
125;"1";"0";"0";1744;"different@love.com"
126;"1";"0";"0";472;"different@love.com"
127;"1";"0";"0";406;"different@love.com"
128;"1";"0";"0";1528;"different@love.com"
129;"1";"0";"0";4269;"ppp@gmail.com"
130;"1";"0";"0";4340;"ppp@gmail.com"
131;"1";"0";"0";4992;"qqqq@naver.com"
132;"1";"0";"0";6392;"qqqq@naver.com"
133;"1";"0";"0";4820;"qqqq@naver.com"
134;"1";"0";"0";12043;"qqqq@naver.com"
135;"1";"0";"0";10458;"qqqq@naver.com"
136;"1";"0";"0";11078;"qqqq@naver.com"
137;"1";"1";"0";61;"qqqq@naver.com"
138;"1";"1";"0";3513;"qqqq@naver.com"
139;"1";"0";"0";4831;"aaa111@aaa.com"
140;"1";"0";"0";4831;"aaa111@aaa.com"
141;"1";"0";"0";2256;"aaa111@aaa.com"
142;"1";"0";"0";2256;"aaa111@aaa.com"
143;"1";"0";"0";4269;"aaa111@aaa.com"
144;"1";"0";"0";4937;"aaa111@aaa.com"
145;"1";"0";"0";10477;"aaa111@aaa.com"
146;"1";"0";"0";10477;"aaa111@aaa.com"
147;"1";"0";"0";4809;"aaa111@aaa.com"
148;"1";"0";"0";10566;"aaa111@aaa.com"
149;"1";"0";"0";10566;"aaa111@aaa.com"
150;"1";"0";"0";1999;"333@333.333"
151;"1";"0";"0";8746;"333@333.333"
152;"1";"0";"0";2089;"333@333.333"
153;"1";"0";"0";11938;"333@333.333"
154;"1";"0";"0";5578;"333@333.333"
155;"1";"0";"0";11076;"333@333.333"
156;"1";"0";"0";6218;"333@333.333"
157;"1";"0";"0";6074;"333@333.333"
158;"1";"0";"0";1218;"333@333.333"
159;"1";"0";"0";7512;"333@333.333"
160;"1";"0";"0";11292;"333@333.333"
161;"1";"0";"0";5375;"333@333.333"
162;"1";"0";"0";6426;"333@333.333"
163;"1";"0";"0";6146;"333@333.333"
164;"1";"0";"0";216;"333@333.333"
165;"1";"1";"0";6074;"333@333.333"
166;"0";"1";"0";6074;"333@333.333"
167;"1";"1";"0";4578;"kskyo1775@gmail.com"
168;"1";"1";"0";6303;"hello@hello.com"
169;"1";"1";"0";7299;"hello@hello.com"
170;"1";"0";"0";2179;"old@love.com"
171;"1";"0";"0";10016;"old@love.com"
172;"1";"0";"0";4705;"old@love.com"
173;"1";"0";"0";6383;"old@love.com"
174;"1";"0";"0";6333;"old@love.com"
175;"1";"0";"0";11545;"old@love.com"
176;"1";"0";"0";4714;"old@love.com"
177;"1";"0";"0";3562;"old@love.com"
178;"1";"0";"0";5379;"old@love.com"
179;"1";"0";"0";5127;"old@love.com"
180;"1";"0";"0";4629;"old@love.com"
181;"1";"0";"0";2252;"old@love.com"
182;"1";"0";"0";5522;"old@love.com"
183;"1";"1";"0";1303;"hello@hello.com"
184;"1";"1";"0";9307;"hello@hello.com"
185;"1";"0";"0";4045;"travel@travel.com"
186;"1";"0";"0";6284;"travel@travel.com"
187;"1";"0";"0";4228;"travel@travel.com"
188;"1";"1";"0";11717;"anonymousUser"
189;"1";"1";"0";245;"anonymousUser"
190;"1";"0";"0";5851;"travel1@travel.com"
191;"1";"0";"0";8146;"travel1@travel.com"
192;"1";"0";"0";8385;"travel1@travel.com"
193;"1";"0";"0";4536;"travel1@travel.com"
194;"1";"0";"0";8062;"travel1@travel.com"
195;"1";"0";"0";9899;"travel1@travel.com"
196;"1";"0";"0";5851;"travel2@travel.com"
197;"1";"0";"0";7641;"travel2@travel.com"
198;"1";"0";"0";8146;"travel2@travel.com"
199;"1";"0";"0";8385;"travel2@travel.com"
200;"1";"0";"0";123;"travel2@travel.com"
201;"0";"0";"0";10393;"spacekay@kakao.com"
202;"1";"0";"0";2602;"youngboy@123456.com"
203;"1";"0";"0";8115;"youngboy@123456.com"
204;"1";"0";"0";8594;"youngboy@123456.com"
205;"1";"0";"0";8469;"youngboy@123456.com"
206;"1";"0";"0";1620;"youngboy@123456.com"
207;"1";"0";"0";409;"youngboy@123456.com"
208;"1";"0";"0";2776;"youngboy@123456.com"
209;"1";"0";"0";10760;"youngboy@123456.com"
210;"1";"0";"0";2671;"youngboy@123456.com"
211;"1";"0";"0";2649;"youngboy@123456.com"
212;"1";"0";"0";2821;"youngboy@123456.com"
213;"1";"0";"0";11225;"youngboy@123456.com"
214;"1";"0";"0";1744;"youngboy@123456.com"
215;"1";"1";"0";2649;"youngboy@123456.com"
216;"1";"1";"0";6336;"youngboy@123456.com"
217;"1";"1";"0";6633;"oldm@oldmmm.com"
218;"1";"1";"0";2627;"hello@hello.com"
219;"1";"1";"0";2649;"hello@hello.com"
220;"1";"1";"0";6633;"spacekay@kakao.com"
221;"1";"1";"0";6383;"old@love.com"
222;"1";"1";"0";6383;"old@love.com"
223;"1";"1";"0";3602;"different@love.com"
224;"1";"1";"0";5467;"different@love.com"
225;"1";"0";"0";6397;"kskyo1775@naver.com"
226;"1";"0";"0";4420;"kskyo1775@naver.com"
227;"1";"0";"0";11061;"kskyo1775@naver.com"
228;"1";"0";"0";11205;"kskyo1775@naver.com"
229;"1";"0";"0";10359;"kskyo1775@naver.com"
230;"1";"0";"0";11207;"kskyo1775@naver.com"
231;"1";"0";"0";11826;"kskyo1775@naver.com"
232;"1";"0";"0";11185;"kskyo1775@naver.com"
233;"1";"0";"0";11251;"kskyo1775@naver.com"
234;"1";"0";"0";11089;"kskyo1775@naver.com"
235;"1";"1";"0";9307;"anonymousUser"
236;"1";"1";"0";4710;"old@love.com"
237;"1";"1";"0";7299;"hello@hello.com"
238;"1";"1";"0";4044;"spacekay@kakao.com"
239;"1";"0";"0";2039;"boy@boy.com"
240;"1";"0";"0";5851;"boy@boy.com"
241;"1";"0";"0";8387;"boy@boy.com"
242;"1";"0";"0";8146;"boy@boy.com"
243;"1";"0";"0";4438;"boy@boy.com"
244;"1";"0";"0";4436;"boy@boy.com"
245;"1";"0";"0";8724;"boy@boy.com"
246;"1";"0";"0";9055;"boy@boy.com"
247;"1";"0";"0";10547;"boy@boy.com"
248;"1";"0";"0";8677;"boy@boy.com"
249;"1";"0";"0";4550;"boy@boy.com"
250;"1";"0";"0";5031;"boy@boy.com"
251;"1";"1";"0";752;"boy@boy.com"
252;"1";"1";"0";2627;"hello@hello.com"
253;"1";"1";"0";11066;"kskyo1775@naver.com"
254;"1";"1";"0";2508;"kskyo1775@naver.com"
255;"0";"1";"0";270;"kskyo1775@naver.com"
256;"1";"1";"0";10782;"kskyo1775@naver.com"
257;"1";"1";"0";2627;"hello@hello.com"
258;"1";"1";"0";2649;"hello@hello.com"
259;"1";"1";"0";7907;"hello@hello.com"
260;"1";"0";"0";7053;"traveler@travel.com"
261;"0";"0";"0";2602;"traveler@travel.com"
262;"0";"0";"0";8115;"traveler@travel.com"
263;"1";"0";"0";8594;"traveler@travel.com"
264;"1";"0";"0";8469;"traveler@travel.com"
265;"1";"0";"0";1620;"traveler@travel.com"
266;"1";"0";"0";2671;"traveler@travel.com"
267;"1";"0";"0";2821;"traveler@travel.com"
268;"1";"0";"0";2737;"traveler@travel.com"
269;"1";"0";"0";5324;"traveler@travel.com"
270;"1";"0";"0";6262;"traveler@travel.com"
271;"0";"0";"0";370;"traveler@travel.com"
272;"1";"1";"0";4045;"oldboy@oldboy.com"
273;"1";"0";"0";8755;"asd@naver.com"
274;"0";"0";"0";2004;"asd@naver.com"
275;"1";"0";"0";11852;"asd@naver.com"
276;"1";"1";"0";5367;"hello@hello.com"
277;"1";"1";"0";122;"profile@pic.com"
278;"1";"0";"0";6383;"puppy@love.com"
279;"1";"0";"0";6152;"puppy@love.com"
280;"1";"0";"0";6536;"puppy@love.com"
281;"1";"0";"0";593;"puppy@love.com"
282;"1";"1";"0";5137;"spacekay@kakao.com"
